type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,x_96,x_97,x_98,x_99,x_100,x_101,x_102,x_103,x_104,x_105,x_106,x_107,x_108,x_109,x_110,x_111,x_112,x_113,x_114,x_115,x_116,x_117,x_118,x_119,x_120,x_121,x_122,x_123,x_124,x_125,x_126,x_127
68313217,0.15373124182224274,-0.9042181372642517,-0.17967164516448975,-0.5016633868217468,-0.2542269229888916,0.00732076819986105,0.0032430849969387054,0.035324521362781525,-0.38060009479522705,0.08975963294506073,0.16650931537151337,0.27842432260513306,0.0176080409437418,-0.4007650315761566,0.2332685887813568,0.22123073041439056,-0.12337224185466766,0.4355936646461487,-0.4985246956348419,0.12836316227912903,-0.16595317423343658,-0.5455866456031799,-0.023288877680897713,0.13566596806049347,-0.10358577966690063,0.7632479667663574,0.12411928176879883,-0.06560869514942169,0.449196994304657,0.3348218500614166,-0.010933819226920605,0.5680825114250183,0.2814890444278717,-0.7791721820831299,0.17696256935596466,0.09130219370126724,0.22020426392555237,-0.01955598033964634,0.005377144552767277,-0.1791791170835495,0.9518832564353943,0.39194464683532715,0.24904128909111023,-0.02251758985221386,0.034080084413290024,0.5811407566070557,-0.19785799086093903,-0.24644915759563446,-0.027928639203310013,-0.0510127954185009,0.3476719260215759,-0.0753287672996521,0.6144558787345886,-0.5673255920410156,-0.2850659191608429,0.2817671000957489,-0.15616507828235626,-0.4200429916381836,-0.3456224799156189,0.09707897901535034,-0.4671148359775543,-0.28036564588546753,0.19077113270759583,0.2789255976676941,0.14096955955028534,-0.02637057565152645,-0.7432069778442383,-0.22583884000778198,-0.04709208011627197,-0.17956529557704926,0.26741302013397217,0.03989824280142784,-0.13342812657356262,0.17782260477542877,0.020961010828614235,0.5966178774833679,0.5773734450340271,0.5317777395248413,-0.32364967465400696,-0.19050507247447968,0.5387394428253174,0.07055709511041641,-0.5165148973464966,-0.16187724471092224,0.2565593123435974,-0.09726865589618683,0.7571563124656677,0.23321978747844696,0.4606742560863495,0.0013221011031419039,0.20186464488506317,-0.05950792878866196,-0.35815638303756714,0.12279858440160751,0.5375560522079468,-0.19479306042194366,-1.1001207828521729,-0.027705498039722443,0.5509388446807861,-0.198435440659523,0.18529660999774933,0.0952310562133789,0.19262158870697021,0.3418402671813965,-0.002838401822373271,0.3694292902946472,-0.02568882890045643,0.13621608912944794,-0.4371877610683441,-0.6367887258529663,0.046531565487384796,0.9377083778381348,-0.49228590726852417,-0.16966576874256134,0.9776981472969055,-0.3189351558685303,-0.482352614402771,-0.1118975579738617,0.24548187851905823,-0.04271504655480385,-0.5259328484535217,-0.15701158344745636,-0.51370769739151,0.11959553509950638,-0.15995284914970398,0.06854019314050674,1.0348191261291504,0.6015352010726929
68313422,-0.23377478122711182,-0.1799038052558899,-0.40237200260162354,-0.11223217099905014,-0.23058919608592987,0.0740337073802948,-0.4833187162876129,0.3407844305038452,-0.8397030830383301,-0.4567573070526123,0.13937638700008392,0.41298794746398926,-0.16784794628620148,-0.24180753529071808,-0.1686857044696808,0.01233802642673254,0.030893994495272636,-0.19242458045482635,-0.5149344205856323,0.3072754144668579,-0.5707786083221436,-0.4481762647628784,0.15089212357997894,0.17491504549980164,0.04923910275101662,0.8122449517250061,0.1358456164598465,-0.24599285423755646,-0.1870017796754837,-0.3322819471359253,0.34847205877304077,0.1453281044960022,0.14505881071090698,-0.24427491426467896,0.24503394961357117,0.1861797720193863,-0.434109628200531,0.023746972903609276,-0.00287166191264987,-0.369539350271225,0.333219438791275,0.17788663506507874,-0.021551666781306267,-0.012840550392866135,-0.4227006733417511,-0.44125524163246155,-0.3746353089809418,-0.04672853276133537,-0.0841236412525177,0.012459400109946728,0.11057142168283463,-0.2404807060956955,0.5260037779808044,-0.16165250539779663,-0.05449474975466728,-0.3630046546459198,0.37881165742874146,0.28892984986305237,0.08847473561763763,0.1714429259300232,-0.016480496153235435,-0.07387823611497879,-0.14911918342113495,-0.2206266075372696,0.07276184111833572,0.09762256592512131,-0.0643060952425003,0.06323413550853729,0.14978744089603424,-0.21423429250717163,0.26227307319641113,-0.45762842893600464,0.029787536710500717,0.06814120709896088,0.5559449791908264,0.4933815896511078,0.3372098207473755,0.13118866086006165,-0.15397173166275024,-0.42852604389190674,0.35640037059783936,-0.1836487501859665,0.23675575852394104,-0.25863683223724365,-0.3324582576751709,-0.1450033336877823,0.7566307187080383,0.029789499938488007,-0.37720534205436707,-0.38765865564346313,0.3284577429294586,0.1988641917705536,-0.17098967730998993,-0.32455959916114807,-0.08082825690507889,0.5561407804489136,-0.49792763590812683,0.011275258846580982,0.1513560563325882,-0.22455117106437683,-0.3921823799610138,0.04634306952357292,-0.2148103415966034,0.356729656457901,-0.3815218210220337,-0.41903942823410034,0.21251697838306427,-0.549004077911377,0.31490233540534973,-0.5760688185691833,0.5451380610466003,0.09337153285741806,-0.017944460734725,0.0659429058432579,0.6583510637283325,-0.6479291915893555,-0.13571204245090485,-0.1255628615617752,0.03937431797385216,-0.2530047595500946,-0.33159685134887695,-0.4985547363758087,0.006781024392694235,0.11622126400470734,0.31819480657577515,0.3583141267299652,0.6734061241149902,0.39050617814064026
68314217,0.33238306641578674,-0.5359352827072144,0.2108830213546753,-0.2283892035484314,-0.17788010835647583,0.07212995737791061,0.4754703938961029,0.03380570188164711,-0.14999477565288544,-0.20889878273010254,0.015367919579148293,0.41505110263824463,-0.12044920772314072,-0.821725606918335,0.11911691725254059,0.22970078885555267,-0.4654516577720642,-0.09430284053087234,-0.7805429697036743,-0.26573437452316284,0.05382015183568001,0.09299707412719727,-0.06609237194061279,0.4259296953678131,-0.11693049222230911,0.2150004804134369,0.3782408833503723,0.9072281122207642,0.15047621726989746,0.08944815397262573,0.37052977085113525,-0.1371365785598755,-0.32393255829811096,-0.240178644657135,0.40104809403419495,0.32029953598976135,-0.2513330280780792,-0.0019291006028652191,-0.2029070407152176,0.473679780960083,0.3667590022087097,-0.16958904266357422,0.3526795506477356,-0.14459185302257538,0.12859633564949036,-0.19549758732318878,-0.43269914388656616,-0.048498790711164474,-0.1537611186504364,0.26219967007637024,0.299219012260437,0.1235438659787178,-0.12150493264198303,0.11605815589427948,-0.11546222120523453,0.15042513608932495,0.04048356041312218,0.24781063199043274,-0.5658930540084839,-0.6749783158302307,-0.06424802541732788,-0.6122283935546875,-0.21223565936088562,0.13213393092155457,-0.5744437575340271,-0.29990753531455994,-0.20911717414855957,0.021448655053973198,0.0313258022069931,0.046762656420469284,0.3366881012916565,-0.38747546076774597,0.231316477060318,-0.04493957385420799,0.0900314524769783,0.6962875723838806,0.02676009200513363,0.05306513234972954,-0.1415410339832306,-0.2850106358528137,-0.28153929114341736,-0.06072620302438736,-0.25356969237327576,-0.7917404770851135,-0.3607984483242035,0.3315819799900055,0.1529868096113205,-0.34203818440437317,0.04517187550663948,0.04718602076172829,-0.020152250304818153,-0.17365223169326782,-0.1481563299894333,-0.20512573421001434,0.42381060123443604,-0.007517784833908081,-0.6786684989929199,-0.15982216596603394,-0.35209304094314575,0.1710687130689621,0.12015755474567413,0.04991365596652031,-0.24875317513942719,-0.252662718296051,-0.29329103231430054,0.20544861257076263,-0.4339990019798279,-0.43694794178009033,-0.6137926578521729,-0.5246206521987915,-0.5607966780662537,0.16152343153953552,-0.007683551404625177,-0.09477348625659943,-0.026873743161559105,-0.37491822242736816,0.6125030517578125,-0.5356065630912781,0.3913537561893463,0.08222566545009613,-0.34628826379776,-0.43524056673049927,-0.4283854365348816,0.37541550397872925,0.043474484235048294,0.20254167914390564,0.6151144504547119,0.5640808939933777
68314223,0.18839845061302185,-0.19953808188438416,0.3988052010536194,0.19400763511657715,0.11161650717258453,-0.009330064058303833,0.005460572894662619,-0.007631308399140835,0.10938344150781631,-0.720378041267395,-0.39303863048553467,0.16107352077960968,-0.09848429262638092,-0.282578706741333,-0.7604005336761475,-0.13705028593540192,-0.5494226217269897,-0.3003087341785431,0.2174982726573944,0.30114680528640747,-0.1958412528038025,-0.20393006503582,-0.0020998704712837934,0.1930740475654602,-0.18135689198970795,0.6399089097976685,-0.1447698473930359,-0.23715907335281372,-0.13863927125930786,-0.4037564992904663,0.06590288877487183,0.020936185494065285,0.10963200032711029,-0.09096300601959229,0.37255769968032837,0.1263531893491745,0.029460687190294266,-0.592771589756012,-0.02777024917304516,-0.2416810840368271,0.7761813998222351,-0.3112899661064148,0.27371224761009216,-0.4824506938457489,0.19252057373523712,0.2944967746734619,-0.2682558298110962,-0.7260633111000061,-0.4270780086517334,0.011004838161170483,0.4335521161556244,0.26744315028190613,0.036559879779815674,0.33195170760154724,-0.5157507061958313,0.0795033797621727,-0.33678925037384033,-0.06575408577919006,-0.306230366230011,-0.189710333943367,-0.2619759738445282,-0.19674548506736755,-0.2934226393699646,0.04419895261526108,-0.03936317190527916,-0.5156968832015991,0.13243885338306427,-0.31691089272499084,0.32418200373649597,0.23998825252056122,0.321972131729126,-0.337029367685318,0.5813187956809998,0.53728187084198,-0.565935492515564,0.35368603467941284,-0.33423683047294617,-0.20266613364219666,0.07290313392877579,-0.20018886029720306,0.32911446690559387,-0.11459919810295105,0.24872542917728424,-0.5095463991165161,-0.10889911651611328,-0.29301226139068604,0.468645304441452,0.29837045073509216,0.08738761395215988,-0.14647014439105988,0.5095037817955017,-0.38580748438835144,0.15906909108161926,-0.15481403470039368,-0.5657563805580139,0.2054343819618225,0.04846883937716484,-0.05377759411931038,0.22491122782230377,-0.2961403429508209,-0.13618957996368408,-0.07678676396608353,0.4689398407936096,-0.18410462141036987,0.1755184829235077,-0.061483535915613174,-0.38264790177345276,-0.006014075130224228,-0.08521301299333572,-0.6639118790626526,0.4912026524543762,0.23163744807243347,0.07252353429794312,0.22998516261577606,-0.007531017065048218,-0.4345741271972656,-0.043171919882297516,-0.5572778582572937,-0.1988893449306488,-0.145831897854805,-0.13827580213546753,0.2681901752948761,-0.02035251259803772,-0.004630579613149166,0.13675206899642944,-0.07035443186759949,0.39808449149131775,0.797159731388092
68315217,-0.48659777641296387,-0.6161884069442749,0.15574045479297638,0.29509907960891724,-0.058422233909368515,-0.19667667150497437,0.056917157024145126,-0.688727855682373,-0.34492629766464233,0.15973347425460815,-0.09241477400064468,0.5598893165588379,0.31404876708984375,-0.012435272336006165,0.3708176612854004,-0.014777366071939468,0.07192124426364899,-0.3931426703929901,-0.2950615882873535,0.6336942315101624,0.00030994118424132466,-0.8685690760612488,-0.31796446442604065,-0.1431814432144165,0.35772863030433655,0.5068495273590088,-0.011067653074860573,-0.050770729780197144,-0.6227695941925049,-0.0246824249625206,-0.19099602103233337,-0.24033723771572113,0.22615757584571838,0.1161750853061676,-0.16608011722564697,0.260553777217865,-0.36006972193717957,0.06072772294282913,-0.04304680600762367,-0.060784585773944855,0.3459956645965576,0.33282944560050964,-0.13568419218063354,0.2077866494655609,-0.4117615520954132,0.1432308554649353,-0.5133693218231201,0.39904218912124634,-0.2558293342590332,0.039941687136888504,0.19783681631088257,-0.24026796221733093,0.3826811611652374,0.5070867538452148,-0.33080852031707764,0.26006409525871277,-0.19371359050273895,-0.12814989686012268,0.33798709511756897,0.061501890420913696,0.24020381271839142,-0.6479153633117676,-0.06508349627256393,0.20713180303573608,0.004446301609277725,0.17234210669994354,0.012022358365356922,-0.7789232134819031,-0.2180088609457016,0.2991640865802765,0.615604043006897,-0.48613080382347107,-0.19133184850215912,-0.3553861677646637,-0.4728027284145355,0.26309576630592346,0.25657880306243896,-0.1240629330277443,0.13399678468704224,-0.302950382232666,0.1815195232629776,-0.07870703935623169,-0.05693308636546135,0.2649584114551544,-0.29016733169555664,-0.2947411835193634,0.09782581776380539,-0.10750758647918701,0.02557983249425888,-0.09644802659749985,0.17796184122562408,-0.17637521028518677,-0.5487797856330872,0.21544350683689117,0.15264353156089783,-0.19951586425304413,-0.10829941183328629,-0.21540741622447968,0.3599492311477661,-0.5096759796142578,-0.024915684014558792,0.671735942363739,-0.4303419291973114,-0.5901725888252258,0.198317289352417,-0.15804368257522583,0.10608650743961334,-0.890411913394928,-0.38083967566490173,-0.062439218163490295,0.09824591130018234,-0.3204667866230011,0.49422982335090637,0.2100924849510193,0.08329381793737411,-0.15373437106609344,0.14784736931324005,-0.2465900331735611,-0.19208596646785736,-0.3474259376525879,-0.07998570799827576,-0.31081920862197876,0.22866353392601013,-0.011043395847082138,-0.20164324343204498,0.24260973930358887,0.33833715319633484,0.38057461380958557
68315221,-0.14095336198806763,0.12205980718135834,-0.035054344683885574,0.052921753376722336,0.2938923239707947,-0.27943986654281616,0.01446213573217392,-0.5003612637519836,0.6527995467185974,0.07228949666023254,-0.419528067111969,0.11902902275323868,-0.2870119512081146,-0.13416101038455963,-0.3858347237110138,-0.20814913511276245,-0.1752040684223175,-0.4631320536136627,-0.17197979986667633,-0.23810118436813354,-0.15767130255699158,-0.6660636067390442,-0.01693328656256199,-0.005911671090871096,0.014177677221596241,0.301734983921051,-0.14365559816360474,-0.08658435940742493,-0.20924358069896698,0.13517162203788757,-0.00196747831068933,-0.2750358581542969,0.07778763771057129,-0.3864903748035431,0.37023454904556274,0.06541458517313004,-0.00669834902510047,-0.43253833055496216,0.09569156169891357,-0.32630687952041626,0.16807743906974792,-0.08315236866474152,0.3584342896938324,-0.028530798852443695,0.041716840118169785,0.16595558822155,-1.0958755016326904,-0.4963063895702362,-0.2492895871400833,0.0493127666413784,0.017795231193304062,0.5623928904533386,0.3182540535926819,0.1897936761379242,-0.22706790268421173,0.1541621834039688,-0.2157486230134964,-0.2134755253791809,-0.12825624644756317,0.40288716554641724,0.16773799061775208,-0.2762898802757263,-0.03151937946677208,-0.07375825941562653,-0.2696768343448639,-0.5931906700134277,-0.02352350763976574,-0.011884133331477642,0.2864266037940979,-0.05861549824476242,-0.21622274816036224,-0.14173080027103424,0.3804364800453186,-0.040477268397808075,-0.1012715995311737,0.19134555757045746,-0.20352604985237122,0.11934403330087662,-0.3772837519645691,-0.5810089111328125,0.522702693939209,0.2866300940513611,0.3364470303058624,-0.19677940011024475,0.14230643212795258,-0.02607589028775692,0.02856305055320263,0.011012312956154346,0.31160518527030945,0.08636269718408585,0.22675371170043945,-0.04008912295103073,-0.12350280582904816,-0.39691781997680664,-0.19566044211387634,0.31826645135879517,-0.0338209830224514,-0.064133420586586,0.1946628987789154,-0.0005322322831489146,0.2778792381286621,0.3481657803058624,0.10473635047674179,-0.20051182806491852,-0.13691695034503937,-0.21682916581630707,-0.2005401998758316,-0.19121989607810974,-0.160511776804924,-0.18838384747505188,0.26332294940948486,0.4743107855319977,0.5795563459396362,0.4064275026321411,-0.11215348541736603,-0.12012067437171936,0.2771420478820801,-0.5222758650779724,0.2575662434101105,-0.3384532034397125,-0.2994380593299866,-0.29052188992500305,-0.1395147144794464,-0.19686460494995117,0.012614848092198372,-0.2922152280807495,0.504162073135376,0.12011466175317764
68316217,-0.020571498200297356,0.32213857769966125,-0.5198983550071716,-0.4105410873889923,-0.4436490535736084,0.699698805809021,-0.23672039806842804,-0.5578094124794006,-0.30860239267349243,-0.15515191853046417,0.5815531611442566,0.2287409007549286,-0.7237169146537781,-0.004549325909465551,0.1407298445701599,0.6325232982635498,0.279582679271698,-0.11788330227136612,-0.7823030948638916,0.19745777547359467,-0.21881385147571564,0.6704238653182983,-0.15396089851856232,-0.014616619795560837,0.5247801542282104,0.034270334988832474,-0.7396810054779053,0.4267990291118622,-0.6962616443634033,0.5167319178581238,0.24400191009044647,0.00530573446303606,0.19469930231571198,-0.5866953134536743,-0.1456773430109024,0.3369167447090149,-0.21892711520195007,0.16463135182857513,-0.02985643409192562,0.6494467258453369,0.37113717198371887,-0.1846538484096527,0.5360433459281921,-0.5946879982948303,0.17519442737102509,0.442891389131546,-0.3986732065677643,0.14317286014556885,-0.3679041862487793,0.11310182511806488,0.4255855977535248,0.5938539505004883,0.5090554356575012,0.4440973997116089,-0.25902876257896423,-0.018336346372961998,0.18178467452526093,0.059757016599178314,0.008821954019367695,0.5180483460426331,0.07042095065116882,-0.34738922119140625,-0.0472651831805706,0.29164910316467285,-0.0353485532104969,0.3569047749042511,-0.6623239517211914,-0.0472097173333168,0.2636505961418152,0.07920125126838684,0.31067800521850586,-0.4953387975692749,0.5501219630241394,-0.15706433355808258,-0.35436680912971497,0.4127940237522125,-0.09014610946178436,-0.039414335042238235,0.24284932017326355,-0.0916159525513649,-0.2582753300666809,-0.23337894678115845,-0.19399985671043396,0.03169836476445198,-0.3376089930534363,-0.3183436691761017,0.48238176107406616,-0.6840030550956726,0.12749004364013672,-0.07726109027862549,0.6318265795707703,-0.18218934535980225,-0.313883900642395,0.6392596364021301,0.6474120020866394,0.3037257194519043,0.02241356112062931,-0.059926167130470276,-0.15822415053844452,0.1983177363872528,0.686158299446106,0.11435563862323761,-0.4785084128379822,0.22776542603969574,0.18604929745197296,0.39454054832458496,0.20514388382434845,-0.5550618767738342,0.05106228217482567,-0.8573681116104126,-0.42879718542099,0.3551185727119446,0.30591171979904175,-0.4857269525527954,-0.6187621355056763,-0.1415267437696457,0.12951557338237762,-0.22270333766937256,0.12776757776737213,-0.17560067772865295,-0.09993623942136765,0.1792297214269638,0.34548863768577576,0.1538650393486023,0.3261590600013733,0.23832421004772186,0.2719556987285614,0.2752494215965271
68316608,0.562571108341217,-0.9541764259338379,-0.3900732100009918,0.026559891179203987,-0.14253154397010803,0.26786425709724426,-0.2971210181713104,0.009819211438298225,-0.42202532291412354,0.02291368506848812,0.3995841145515442,0.35159429907798767,0.19386997818946838,-0.019328871741890907,-0.4129272401332855,-0.23722442984580994,-0.24524837732315063,-0.20155636966228485,-0.00805253442376852,0.07162543386220932,-0.626973032951355,-0.08471513539552689,-0.11363887041807175,0.14585326611995697,-0.021414102986454964,0.6702079772949219,-0.3284170925617218,0.6808050274848938,0.09097835421562195,0.4582056999206543,0.3813040256500244,0.31690236926078796,0.4175766408443451,-0.20388758182525635,0.07205988466739655,0.4164208471775055,0.24031569063663483,0.2636454999446869,0.40001222491264343,-0.12517012655735016,0.1853419989347458,-0.3161667287349701,0.2480534166097641,0.10482043772935867,-0.31359735131263733,0.09760704636573792,-0.7390850782394409,0.12549875676631927,0.3486521244049072,-0.2653675377368927,0.28968989849090576,-0.09663493186235428,0.03937770426273346,-0.30872565507888794,-0.45494481921195984,0.0757327675819397,0.11219745874404907,0.2149893194437027,0.061065226793289185,0.5823608636856079,-0.21996837854385376,0.021092263981699944,-0.4941187798976898,-0.0017460347153246403,0.04095350205898285,0.17101836204528809,-0.1359558403491974,0.1649535894393921,0.33710575103759766,0.6997905373573303,0.33495622873306274,0.11451596021652222,-0.1056201383471489,-0.02488451823592186,0.10198141634464264,0.17849700152873993,-0.025367530062794685,-0.14565478265285492,0.22262530028820038,0.03128993138670921,0.952366828918457,-0.09532919526100159,-0.19896677136421204,-0.14375488460063934,-0.18771444261074066,0.12724971771240234,0.5742875337600708,0.06695739924907684,0.1071285679936409,0.028270849958062172,0.5015407800674438,-0.5904791951179504,-0.3595091700553894,0.05002938210964203,0.2171601802110672,0.3316481113433838,-0.1583591252565384,-0.09841606765985489,0.6292835474014282,-0.2821682393550873,0.2319364845752716,-0.12963898479938507,0.34312230348587036,0.11421583592891693,0.29700982570648193,-0.11560346186161041,0.35853177309036255,-0.4190269708633423,-0.2837136387825012,-1.0679690837860107,-0.020745931193232536,0.24708192050457,0.17176584899425507,-0.18565119802951813,0.3311835527420044,-0.6880419254302979,-0.18683218955993652,-0.6189514398574829,-0.40655097365379333,0.14955681562423706,0.010690833441913128,0.04583248123526573,0.44156181812286377,-0.11515069752931595,0.3314591348171234,-0.005148865282535553,0.19906608760356903,0.48041221499443054
68317217,-0.05799759924411774,-0.05875157192349434,-0.2483794242143631,-0.32349586486816406,-0.337425172328949,0.11501510441303253,-0.11927756667137146,-0.39658552408218384,-0.40829330682754517,0.11500794440507889,-0.1508668214082718,-0.08238372206687927,-0.2272103726863861,-0.13848493993282318,0.4078806936740875,0.6185418963432312,0.27656444907188416,-0.04445889592170715,-0.15891392529010773,0.22550785541534424,-0.11911516636610031,-0.30532416701316833,0.2582426369190216,-0.04327370226383209,-0.25102871656417847,0.6100887656211853,0.17827695608139038,0.9081588387489319,0.1026974692940712,0.17923419177532196,0.4807402789592743,-0.3468796908855438,-0.31712260842323303,-0.21620304882526398,0.5732845664024353,0.3125443756580353,-0.21779708564281464,-0.5570212602615356,-0.6374210119247437,-0.03464788198471069,-0.051534831523895264,-0.10912436991930008,-0.055909592658281326,-0.015046111308038235,-0.55050128698349,-0.11364532262086868,-0.733330249786377,-0.34551331400871277,-0.2709055244922638,0.15376052260398865,0.36376112699508667,-0.22032812237739563,0.20340994000434875,0.0003664520918391645,0.28094223141670227,-0.02192419208586216,-0.1529659926891327,0.12392377853393555,-0.21053874492645264,-0.8268429040908813,-0.16966962814331055,-0.2161237597465515,-0.19009369611740112,0.02055094577372074,0.3775769770145416,-0.04512457922101021,-0.2631883919239044,-0.18676455318927765,-0.669282078742981,-0.0793701782822609,0.6182924509048462,-0.34012290835380554,0.19590412080287933,-0.1493261307477951,0.34971657395362854,0.7783473134040833,0.013126847334206104,0.34051045775413513,0.2765340507030487,-0.07940468937158585,0.008191856555640697,0.09335938096046448,-0.24784399569034576,-0.6259458065032959,-0.26064324378967285,0.5866432785987854,0.5280444622039795,-0.20446068048477173,0.07426490634679794,-0.4593006372451782,0.48522093892097473,0.09477061033248901,-0.25842562317848206,-0.2800658941268921,0.3291347026824951,-0.004673984833061695,0.1077488586306572,-0.04602159559726715,-0.12724712491035461,-0.3707406222820282,-0.12088800966739655,0.3092368245124817,-0.13728320598602295,-0.3852955400943756,-0.38628363609313965,0.26753494143486023,-0.419849157333374,-0.31507450342178345,0.06106647849082947,-0.06355120986700058,-0.1026100143790245,0.22750389575958252,0.3492085933685303,-0.11678062379360199,-0.043478403240442276,0.23646347224712372,0.4203993082046509,-0.08412279188632965,0.41789597272872925,-0.31389716267585754,-0.37071365118026733,0.15620562434196472,-0.26937156915664673,0.20136094093322754,0.03958568349480629,-0.36839643120765686,-0.013709465973079205,0.18860310316085815
68317395,0.04525839537382126,-0.14598582684993744,-0.46343374252319336,-0.20629335939884186,0.412111759185791,0.21834802627563477,0.14360901713371277,0.09780062735080719,-0.39336198568344116,-0.06334397196769714,-0.08224105089902878,0.5356009006500244,0.3889772593975067,-0.32300806045532227,-0.07181116938591003,-0.4365445077419281,0.1099795326590538,-0.01104408036917448,-0.5565733909606934,0.07167349010705948,-0.17610877752304077,-0.25393351912498474,0.1890396773815155,0.018430477008223534,0.2418214976787567,0.22525352239608765,0.3500593602657318,0.5265534520149231,-0.5617803335189819,0.27889877557754517,0.4396437406539917,-0.507901668548584,-0.04049940034747124,0.12989889085292816,0.013807697221636772,0.2911459803581238,0.23695188760757446,-0.19215066730976105,0.13976751267910004,-0.1730809211730957,-0.34066838026046753,-0.3305940628051758,0.15148089826107025,0.16249798238277435,0.30301588773727417,-0.020238621160387993,-1.148447871208191,0.06842779368162155,-0.2388138324022293,0.14423102140426636,0.14695411920547485,0.20005980134010315,0.23247262835502625,0.3543434739112854,0.39388152956962585,0.06764790415763855,0.3981630206108093,0.12119089812040329,-0.0661875456571579,0.06433352082967758,-0.08476762473583221,-0.3611224293708801,-0.28950318694114685,-0.38393163681030273,-0.17438268661499023,-0.5410992503166199,-0.11864417046308517,0.3418703079223633,0.1618453711271286,-0.16052240133285522,-0.588485836982727,-0.31384390592575073,-0.0987241342663765,-0.3115217983722687,-0.07929171621799469,0.37021616101264954,0.3341944217681885,0.15549276769161224,-0.5357435345649719,0.240422785282135,0.14540410041809082,0.5541985630989075,-0.09967653453350067,-0.3917061686515808,0.7088717222213745,0.3922625780105591,-0.14918404817581177,-0.6795130968093872,-0.2879083752632141,0.21706612408161163,0.40510493516921997,0.29731714725494385,-0.5920737385749817,-0.07655734568834305,0.2816115617752075,0.8279849290847778,-0.08172553032636642,-0.3230482339859009,0.030557172372937202,-0.08412184566259384,0.22006908059120178,0.43137142062187195,-0.39305350184440613,0.20236331224441528,0.45045775175094604,0.05507732182741165,-0.36115914583206177,-0.3345487713813782,-0.2988913059234619,0.02344130538403988,0.1540154218673706,-0.028255438432097435,0.6949863433837891,0.14726680517196655,-0.2234170138835907,-0.2191612869501114,-0.15909108519554138,-0.08364641666412354,0.2294183373451233,-0.18611665070056915,-0.23865576088428497,-0.6396622657775879,-0.3908294439315796,0.11893155425786972,0.08770228922367096,0.014240105636417866,0.7969347834587097,0.013615690171718597
